id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights
8629187,Manhattan,Kips Bay,Entire home/apt,495,15
8630185,Brooklyn,Greenpoint,Private room,89,3
8630560,Manhattan,Upper West Side,Entire home/apt,220,3
8630662,Manhattan,East Village,Private room,99,2
8630853,Manhattan,East Village,Entire home/apt,160,1
8631355,Brooklyn,Crown Heights,Private room,80,5
8632393,Brooklyn,Williamsburg,Private room,78,2
8634024,Brooklyn,Williamsburg,Private room,110,1
8634515,Manhattan,Harlem,Entire home/apt,130,31
8635363,Manhattan,Upper East Side,Entire home/apt,150,1
8635762,Queens,Queens Village,Entire home/apt,59,1
8635964,Brooklyn,Williamsburg,Private room,80,9
8636811,Manhattan,Harlem,Private room,80,3
8642428,Manhattan,East Village,Entire home/apt,160,2
8642982,Brooklyn,Bedford-Stuyvesant,Private room,45,1
8643939,Manhattan,Upper East Side,Private room,94,14
8646618,Queens,Astoria,Private room,77,1
8647773,Brooklyn,Park Slope,Entire home/apt,149,6
8648134,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,7
8648818,Queens,Astoria,Private room,57,3
8649144,Brooklyn,Williamsburg,Entire home/apt,150,5
8649999,Queens,Jackson Heights,Private room,55,4
8650076,Manhattan,Financial District,Entire home/apt,127,2
8650119,Brooklyn,Bay Ridge,Private room,60,2
8650854,Manhattan,Washington Heights,Private room,64,1
8651132,Brooklyn,Crown Heights,Private room,40,1
8651887,Manhattan,Washington Heights,Private room,50,3
8652556,Brooklyn,Boerum Hill,Private room,83,1
8652653,Brooklyn,Greenpoint,Entire home/apt,200,1
8652729,Manhattan,Harlem,Private room,49,14
8652866,Brooklyn,Boerum Hill,Private room,60,1
8653449,Queens,Jackson Heights,Private room,45,20
8653999,Manhattan,Upper West Side,Entire home/apt,180,1
8654929,Brooklyn,Bushwick,Private room,45,2
8662518,Brooklyn,Bay Ridge,Entire home/apt,89,2
8662610,Brooklyn,Bedford-Stuyvesant,Private room,25,2
8662997,Brooklyn,Williamsburg,Entire home/apt,285,2
8663101,Manhattan,Upper West Side,Private room,100,5
8663831,Queens,Long Island City,Private room,90,3
8664611,Staten Island,Randall Manor,Entire home/apt,75,2
8664615,Queens,Astoria,Entire home/apt,75,3
8664721,Manhattan,Midtown,Private room,200,2
8664965,Brooklyn,Sheepshead Bay,Shared room,35,1
8665047,Manhattan,East Village,Entire home/apt,297,1
8665778,Brooklyn,Bushwick,Private room,150,1
8667280,Brooklyn,Sunset Park,Entire home/apt,195,3
8667450,Brooklyn,Bushwick,Entire home/apt,80,3
8668115,Brooklyn,Crown Heights,Private room,50,500
8668418,Manhattan,Hell's Kitchen,Entire home/apt,115,30
8668701,Brooklyn,Park Slope,Entire home/apt,70,5
8668932,Brooklyn,Crown Heights,Entire home/apt,119,4
8671663,Staten Island,Concord,Entire home/apt,120,1
8671786,Brooklyn,Williamsburg,Private room,400,3
8672280,Manhattan,Midtown,Entire home/apt,250,3
8673141,Bronx,Morrisania,Entire home/apt,225,1
8676240,Manhattan,Washington Heights,Entire home/apt,45,1
8679596,Manhattan,Hell's Kitchen,Entire home/apt,260,1
8680417,Manhattan,Washington Heights,Entire home/apt,155,5
8681709,Manhattan,Kips Bay,Shared room,97,1
8681776,Queens,Ditmars Steinway,Private room,75,2
8682875,Manhattan,Upper East Side,Entire home/apt,155,30
8683432,Manhattan,Hell's Kitchen,Entire home/apt,237,3
8683482,Brooklyn,Williamsburg,Private room,80,5
8683610,Manhattan,Tribeca,Entire home/apt,250,3
8683858,Queens,Flushing,Private room,60,1
8684074,Queens,Laurelton,Private room,42,2
8684082,Manhattan,Hell's Kitchen,Private room,105,3
8684292,Manhattan,Hell's Kitchen,Entire home/apt,300,1
8684886,Brooklyn,South Slope,Private room,120,2
8685857,Brooklyn,Crown Heights,Private room,80,1
8686040,Manhattan,Washington Heights,Entire home/apt,125,1
8686167,Queens,Sunnyside,Entire home/apt,125,1
8686361,Queens,Ditmars Steinway,Private room,50,14
8687096,Brooklyn,Bedford-Stuyvesant,Private room,60,2
8687556,Brooklyn,Kensington,Entire home/apt,90,4
8687767,Manhattan,East Village,Private room,60,5
8688783,Manhattan,Upper East Side,Entire home/apt,275,2
8689608,Manhattan,Harlem,Private room,100,30
8691258,Manhattan,Theater District,Private room,200,1
8693545,Manhattan,Washington Heights,Private room,99,1
8698671,Manhattan,Chelsea,Private room,112,5
8698962,Brooklyn,Bedford-Stuyvesant,Private room,65,1
8703355,Manhattan,Midtown,Entire home/apt,200,1
8703711,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,98,5
8703888,Queens,Jackson Heights,Private room,50,2
8704348,Queens,Astoria,Entire home/apt,135,3
8704528,Brooklyn,Red Hook,Private room,50,1
8704967,Manhattan,Upper East Side,Entire home/apt,145,4
8709068,Manhattan,Upper West Side,Entire home/apt,450,28
8709326,Manhattan,Upper East Side,Private room,141,1
8712309,Brooklyn,Bedford-Stuyvesant,Private room,110,2
8712745,Manhattan,Upper West Side,Private room,107,2
8713401,Brooklyn,Brighton Beach,Entire home/apt,110,30
8713685,Brooklyn,Gowanus,Entire home/apt,1000,2
8717373,Manhattan,West Village,Entire home/apt,299,2
8719522,Manhattan,Upper East Side,Entire home/apt,190,2
8719788,Brooklyn,Fort Greene,Entire home/apt,175,1
8719948,Manhattan,Nolita,Private room,70,3
8719984,Manhattan,Kips Bay,Entire home/apt,75,1
8720070,Manhattan,Gramercy,Entire home/apt,155,3
8720655,Manhattan,Upper East Side,Entire home/apt,96,2
8720865,Brooklyn,Williamsburg,Entire home/apt,350,3
8720923,Manhattan,Lower East Side,Private room,90,4
8721348,Manhattan,Hell's Kitchen,Entire home/apt,500,3
8721414,Brooklyn,South Slope,Private room,40,1
8721444,Manhattan,Midtown,Entire home/apt,175,7
8722224,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,50,5
8729771,Manhattan,Harlem,Entire home/apt,130,1
8729819,Brooklyn,Williamsburg,Private room,90,2
8729960,Manhattan,East Harlem,Private room,65,2
8731224,Manhattan,East Village,Entire home/apt,200,1
8731667,Brooklyn,Flatbush,Entire home/apt,63,5
8732919,Manhattan,Upper West Side,Private room,110,1
8733472,Queens,Kew Gardens,Entire home/apt,100,1
8733480,Manhattan,Morningside Heights,Private room,60,2
8733620,Brooklyn,Bedford-Stuyvesant,Private room,45,5
8734174,Manhattan,Harlem,Entire home/apt,117,28
8735399,Brooklyn,Williamsburg,Entire home/apt,175,5
8736827,Brooklyn,Sheepshead Bay,Entire home/apt,2000,1
8736934,Brooklyn,Flatbush,Private room,60,1
8736973,Manhattan,Midtown,Private room,148,1
8737468,Queens,Queens Village,Private room,65,1
8737991,Brooklyn,Bushwick,Private room,150,4
8738025,Brooklyn,Prospect-Lefferts Gardens,Private room,100,1
8738086,Manhattan,Hell's Kitchen,Entire home/apt,200,30
8738438,Manhattan,Harlem,Entire home/apt,650,2
8739326,Manhattan,Chinatown,Entire home/apt,199,2
8740683,Manhattan,Midtown,Entire home/apt,115,30
8741020,Manhattan,West Village,Entire home/apt,245,3
8741446,Queens,Ditmars Steinway,Entire home/apt,187,6
8741489,Manhattan,Harlem,Entire home/apt,88,2
8741676,Manhattan,Upper West Side,Entire home/apt,280,1
8742567,Manhattan,Chelsea,Entire home/apt,200,1
8743269,Manhattan,Harlem,Entire home/apt,95,2
8750772,Manhattan,East Village,Entire home/apt,260,2
8750901,Manhattan,Upper East Side,Entire home/apt,148,2
8752714,Manhattan,Midtown,Entire home/apt,100,30
8753832,Manhattan,Harlem,Private room,100,1
8754339,Manhattan,Washington Heights,Shared room,60,1
8754560,Manhattan,Harlem,Private room,64,3
8755259,Brooklyn,Carroll Gardens,Private room,125,2
8756017,Bronx,Fordham,Private room,65,1
8757920,Manhattan,Harlem,Entire home/apt,110,2
8758534,Manhattan,East Village,Entire home/apt,745,1
8759876,Manhattan,Upper East Side,Entire home/apt,140,30
8760003,Brooklyn,Greenpoint,Private room,35,1
8760442,Queens,Jackson Heights,Entire home/apt,85,3
8760775,Manhattan,Murray Hill,Private room,111,1
8761013,Manhattan,SoHo,Entire home/apt,399,90
8761292,Queens,Corona,Shared room,40,1
8761451,Manhattan,Greenwich Village,Entire home/apt,300,1
8762135,Brooklyn,Bedford-Stuyvesant,Private room,180,5
8762969,Manhattan,Chinatown,Private room,100,1
8763502,Brooklyn,Williamsburg,Entire home/apt,150,2
8764617,Manhattan,Chinatown,Private room,63,1
8770660,Manhattan,Washington Heights,Entire home/apt,175,1
8772365,Brooklyn,Bushwick,Private room,84,3
8772654,Bronx,Morris Heights,Private room,33,2
8775324,Brooklyn,Crown Heights,Private room,50,5
8775344,Brooklyn,Crown Heights,Private room,75,1
8775910,Manhattan,Kips Bay,Private room,125,2
8776479,Brooklyn,Williamsburg,Entire home/apt,140,7
8777316,Brooklyn,Sunset Park,Entire home/apt,85,5
8777936,Brooklyn,Carroll Gardens,Entire home/apt,250,1
8780378,Brooklyn,Bushwick,Private room,60,3
8781396,Brooklyn,Bedford-Stuyvesant,Private room,45,1
8781837,Manhattan,East Village,Entire home/apt,395,7
8782401,Manhattan,Inwood,Entire home/apt,140,1
8783567,Manhattan,Upper West Side,Entire home/apt,190,5
8793166,Brooklyn,Bedford-Stuyvesant,Entire home/apt,91,2
8793503,Brooklyn,Bedford-Stuyvesant,Private room,40,4
8794495,Manhattan,Midtown,Private room,135,1
8794624,Brooklyn,Crown Heights,Private room,50,1
8795721,Queens,Astoria,Entire home/apt,72,3
8796283,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3
8796876,Brooklyn,Prospect Heights,Private room,90,1
8797770,Manhattan,Financial District,Private room,100,15
8798403,Manhattan,East Harlem,Private room,150,1
8798499,Manhattan,Chinatown,Private room,62,10
8799529,Manhattan,Hell's Kitchen,Entire home/apt,100,7
8799559,Manhattan,East Harlem,Private room,150,1
8800003,Manhattan,Harlem,Entire home/apt,95,2
8800203,Brooklyn,Williamsburg,Entire home/apt,170,1
8800996,Brooklyn,Flatbush,Private room,40,7
8801963,Brooklyn,Bushwick,Private room,54,9
8802289,Brooklyn,Bushwick,Private room,30,1
8806104,Manhattan,Harlem,Entire home/apt,150,6
8806783,Manhattan,Midtown,Entire home/apt,250,2
8807842,Brooklyn,Williamsburg,Private room,50,1
8808863,Brooklyn,Park Slope,Entire home/apt,120,1
8809245,Manhattan,Gramercy,Entire home/apt,410,30
8809420,Brooklyn,Bushwick,Entire home/apt,73,45
8809578,Manhattan,Chelsea,Entire home/apt,250,1
8810949,Manhattan,Midtown,Entire home/apt,1170,80
8811514,Manhattan,West Village,Entire home/apt,250,2
8811687,Manhattan,East Village,Private room,139,1
8812730,Manhattan,Lower East Side,Entire home/apt,149,5
8813306,Manhattan,Hell's Kitchen,Entire home/apt,185,2
8813547,Manhattan,Theater District,Private room,230,5
8813854,Manhattan,Hell's Kitchen,Entire home/apt,175,1
8814070,Manhattan,Upper West Side,Entire home/apt,150,2
8814936,Brooklyn,Williamsburg,Entire home/apt,325,1
8815120,Brooklyn,East New York,Shared room,100,4
8815979,Manhattan,East Harlem,Private room,50,1
8816070,Manhattan,Washington Heights,Entire home/apt,80,12
8816465,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,28
8817102,Queens,Forest Hills,Private room,32,60
8819442,Manhattan,Lower East Side,Entire home/apt,261,4
8823472,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,60,3
8823897,Brooklyn,Crown Heights,Private room,57,2
8825297,Manhattan,East Harlem,Entire home/apt,225,2
8825701,Brooklyn,Greenpoint,Entire home/apt,200,3
8826129,Queens,Glendale,Private room,115,2
8826833,Manhattan,Upper East Side,Entire home/apt,200,2
8829421,Manhattan,Lower East Side,Entire home/apt,699,6
8830825,Brooklyn,Prospect-Lefferts Gardens,Private room,65,2
8832355,Brooklyn,Greenpoint,Entire home/apt,150,2
8837432,Manhattan,Hell's Kitchen,Entire home/apt,375,3
8838341,Manhattan,Upper West Side,Entire home/apt,175,3
8838513,Brooklyn,Bedford-Stuyvesant,Private room,45,1
8838861,Manhattan,Upper West Side,Entire home/apt,225,3
8838957,Manhattan,SoHo,Entire home/apt,165,10
8839938,Manhattan,Chelsea,Entire home/apt,250,1
8840563,Brooklyn,Williamsburg,Entire home/apt,1150,7
8840959,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,3
8841107,Brooklyn,Park Slope,Entire home/apt,135,2
8841646,Manhattan,East Harlem,Entire home/apt,125,1
8842185,Staten Island,Shore Acres,Private room,300,1
8842667,Brooklyn,Boerum Hill,Entire home/apt,120,4
8842752,Brooklyn,Williamsburg,Entire home/apt,100,1
8842793,Manhattan,Nolita,Entire home/apt,179,3
8843403,Brooklyn,Bedford-Stuyvesant,Private room,50,3
8843681,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,5
8843995,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3
8844402,Queens,Astoria,Private room,75,2
8844652,Brooklyn,Greenpoint,Private room,60,1
8845002,Manhattan,Chelsea,Entire home/apt,240,2
8845289,Manhattan,Harlem,Entire home/apt,290,3
8845441,Brooklyn,Bushwick,Private room,56,5
8845805,Manhattan,Washington Heights,Private room,95,2
8845951,Manhattan,Harlem,Private room,70,1
8845982,Manhattan,East Harlem,Entire home/apt,125,4
8846233,Manhattan,East Village,Entire home/apt,195,1
8846293,Queens,Jamaica,Private room,45,1
8846634,Manhattan,Hell's Kitchen,Shared room,64,2
8847200,Brooklyn,Flatbush,Private room,50,3
8847268,Brooklyn,Greenpoint,Entire home/apt,80,3
8847542,Brooklyn,Bushwick,Private room,55,2
8847577,Brooklyn,Cobble Hill,Entire home/apt,1000,5
8848162,Queens,Astoria,Private room,42,60
8848243,Brooklyn,Williamsburg,Private room,80,4
8849684,Brooklyn,Clinton Hill,Entire home/apt,105,1
8849758,Brooklyn,Bedford-Stuyvesant,Private room,45,3
8855930,Manhattan,East Village,Entire home/apt,125,2
8857546,Queens,Laurelton,Private room,45,2
8857842,Brooklyn,Clinton Hill,Private room,95,2
8858228,Brooklyn,Cobble Hill,Entire home/apt,200,5
8860450,Manhattan,Gramercy,Entire home/apt,190,2
8861269,Manhattan,Harlem,Entire home/apt,170,4
8861340,Brooklyn,Columbia St,Entire home/apt,250,7
8861719,Brooklyn,Bedford-Stuyvesant,Private room,54,2
8863005,Manhattan,Midtown,Entire home/apt,150,1
8863296,Manhattan,East Village,Entire home/apt,300,2
8863320,Brooklyn,Prospect Heights,Private room,115,2
8864262,Manhattan,West Village,Entire home/apt,225,1
8864404,Manhattan,East Harlem,Private room,83,1
8864740,Manhattan,Upper East Side,Entire home/apt,125,30
8865020,Manhattan,Midtown,Entire home/apt,250,1
8865499,Brooklyn,Greenpoint,Entire home/apt,129,3
8866178,Manhattan,Hell's Kitchen,Entire home/apt,135,2
8866435,Brooklyn,Williamsburg,Entire home/apt,200,20
8866669,Brooklyn,Greenpoint,Entire home/apt,175,2
8867383,Queens,Long Island City,Private room,55,3
8868762,Brooklyn,Williamsburg,Private room,50,1
8869029,Manhattan,East Village,Private room,125,1
8869381,Brooklyn,Brooklyn Heights,Entire home/apt,200,3
8869383,Brooklyn,Prospect-Lefferts Gardens,Private room,40,10
8869857,Queens,Flushing,Private room,50,1
8869998,Brooklyn,Williamsburg,Private room,166,1
8873479,Manhattan,Gramercy,Private room,124,1
8877466,Brooklyn,Bushwick,Private room,65,2
8878172,Manhattan,Inwood,Private room,57,1
8880194,Manhattan,Midtown,Private room,100,1
8880524,Brooklyn,Prospect-Lefferts Gardens,Private room,60,3
8880999,Brooklyn,Bushwick,Private room,90,1
8881253,Manhattan,Hell's Kitchen,Private room,130,1
8881765,Brooklyn,Park Slope,Entire home/apt,350,4
8881955,Brooklyn,Crown Heights,Private room,60,2
8882549,Manhattan,East Village,Private room,80,2
8883032,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,1
8883074,Brooklyn,Bushwick,Private room,41,7
8883269,Queens,Maspeth,Entire home/apt,100,3
8883877,Manhattan,East Village,Entire home/apt,500,1
8884181,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3
8885835,Manhattan,Hell's Kitchen,Private room,120,6
8886292,Queens,Woodside,Private room,170,1
8887748,Brooklyn,Park Slope,Private room,42,15
8887907,Manhattan,Inwood,Private room,50,1
8888689,Manhattan,Morningside Heights,Entire home/apt,170,1
8889118,Manhattan,Little Italy,Entire home/apt,189,1
8889423,Manhattan,Upper West Side,Entire home/apt,150,2
8889664,Manhattan,East Village,Private room,77,1
8892174,Brooklyn,Williamsburg,Entire home/apt,150,1
8894773,Brooklyn,Bushwick,Private room,60,5
8895019,Manhattan,Hell's Kitchen,Entire home/apt,150,1
8897305,Manhattan,Upper East Side,Entire home/apt,120,1
8899450,Manhattan,East Harlem,Entire home/apt,85,1
8899476,Brooklyn,Bushwick,Private room,85,1
8900026,Manhattan,Chelsea,Entire home/apt,450,6
8901538,Bronx,Longwood,Private room,60,3
8901901,Manhattan,Harlem,Entire home/apt,95,2
8903147,Bronx,Norwood,Private room,38,1
8903855,Queens,Long Island City,Shared room,150,3
8904076,Queens,Forest Hills,Entire home/apt,125,1
8904662,Manhattan,East Harlem,Private room,125,2
8905176,Manhattan,Upper East Side,Entire home/apt,130,5
8905651,Brooklyn,Williamsburg,Private room,59,3
8906260,Manhattan,Harlem,Entire home/apt,65,2
8907184,Brooklyn,Williamsburg,Entire home/apt,259,2
8907362,Manhattan,East Village,Private room,90,3
8914109,Manhattan,Harlem,Private room,60,30
8914649,Brooklyn,Bushwick,Private room,95,2
8915246,Brooklyn,Crown Heights,Shared room,45,1
8916387,Manhattan,Upper West Side,Entire home/apt,133,3
8916716,Manhattan,Hell's Kitchen,Entire home/apt,259,2
8916960,Brooklyn,Park Slope,Entire home/apt,150,7
8920714,Brooklyn,Bushwick,Private room,35,1
8920794,Manhattan,Lower East Side,Entire home/apt,139,3
8920816,Manhattan,Morningside Heights,Private room,39,3
8920988,Brooklyn,Red Hook,Entire home/apt,125,1
8921125,Manhattan,Upper West Side,Entire home/apt,434,5
8924038,Manhattan,East Village,Entire home/apt,500,2
8924552,Brooklyn,Greenpoint,Entire home/apt,100,1
8924966,Queens,Sunnyside,Entire home/apt,99,3
8925072,Brooklyn,Bushwick,Private room,70,4
8925082,Manhattan,Nolita,Entire home/apt,200,1
8929521,Brooklyn,Crown Heights,Private room,88,4
8930935,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,1
8931373,Manhattan,Harlem,Private room,75,3
8931635,Brooklyn,Park Slope,Entire home/apt,140,40
8932049,Manhattan,East Harlem,Private room,80,1
8932929,Brooklyn,Bushwick,Private room,44,1
8934119,Manhattan,Chelsea,Entire home/apt,269,30
8935528,Brooklyn,Prospect Heights,Entire home/apt,150,1
8936266,Manhattan,West Village,Entire home/apt,299,5
8937816,Brooklyn,Williamsburg,Entire home/apt,195,4
8939341,Brooklyn,Williamsburg,Entire home/apt,140,3
8940685,Manhattan,Hell's Kitchen,Entire home/apt,180,1
8941092,Queens,Sunnyside,Entire home/apt,84,2
8941820,Queens,Woodside,Private room,70,3
8942272,Brooklyn,Bushwick,Private room,55,1
8942360,Brooklyn,Bedford-Stuyvesant,Private room,65,5
8942367,Brooklyn,Bushwick,Private room,45,1
8942467,Brooklyn,Borough Park,Entire home/apt,96,14
8943358,Manhattan,SoHo,Private room,82,1
8948898,Manhattan,Upper East Side,Entire home/apt,150,1
8949503,Brooklyn,Williamsburg,Private room,125,3
8950064,Brooklyn,Sunset Park,Entire home/apt,115,5
8950419,Manhattan,Chinatown,Entire home/apt,145,30
8951083,Brooklyn,Greenpoint,Entire home/apt,169,1
8951315,Brooklyn,East Flatbush,Private room,75,1
8951480,Manhattan,Upper West Side,Entire home/apt,100,7
8951763,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,69,45
8952816,Queens,Astoria,Private room,45,1
8953050,Queens,Ditmars Steinway,Entire home/apt,75,7
8953200,Queens,Astoria,Private room,55,1
8953404,Queens,Astoria,Private room,55,1
8953625,Queens,Astoria,Private room,48,1
8954037,Queens,Astoria,Private room,50,1
8955506,Brooklyn,Greenpoint,Private room,56,2
8955543,Brooklyn,Prospect-Lefferts Gardens,Private room,65,28
8955750,Brooklyn,Sunset Park,Entire home/apt,140,2
8956253,Brooklyn,Prospect-Lefferts Gardens,Private room,95,2
8957187,Manhattan,Harlem,Private room,73,2
8957189,Manhattan,East Village,Entire home/apt,230,1
8963790,Manhattan,Roosevelt Island,Entire home/apt,180,7
8963968,Brooklyn,Prospect Heights,Private room,47,7
8964008,Manhattan,Midtown,Shared room,55,5
8964308,Brooklyn,Crown Heights,Entire home/apt,125,2
8964446,Queens,Astoria,Private room,60,2
8964740,Manhattan,Murray Hill,Entire home/apt,104,1
8966368,Brooklyn,Cobble Hill,Entire home/apt,225,3
8971258,Brooklyn,Canarsie,Entire home/apt,169,2
8971863,Brooklyn,East Flatbush,Private room,45,30
8972219,Manhattan,East Village,Entire home/apt,130,5
8972807,Brooklyn,Williamsburg,Private room,53,3
8972957,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2
8973075,Manhattan,Midtown,Private room,140,1
8973292,Manhattan,Upper East Side,Entire home/apt,295,4
8973682,Manhattan,Upper West Side,Private room,98,2
8973873,Brooklyn,Clinton Hill,Entire home/apt,120,3
8974121,Manhattan,Midtown,Entire home/apt,170,3
8974316,Manhattan,Harlem,Private room,47,14
8975190,Brooklyn,Sheepshead Bay,Entire home/apt,129,2
8975201,Brooklyn,Sheepshead Bay,Entire home/apt,119,2
8980303,Brooklyn,Clinton Hill,Shared room,99,3
8984018,Manhattan,Chelsea,Entire home/apt,225,1
8984085,Brooklyn,Crown Heights,Private room,50,6
8985316,Manhattan,Upper East Side,Entire home/apt,100,20
8985856,Brooklyn,Fort Greene,Private room,55,1
8986308,Brooklyn,Gowanus,Private room,155,1
8986585,Brooklyn,Williamsburg,Entire home/apt,275,3
8987285,Brooklyn,Bushwick,Private room,65,2
8987462,Brooklyn,Crown Heights,Entire home/apt,170,3
8988451,Bronx,Concourse Village,Private room,95,2
8988997,Manhattan,Chelsea,Entire home/apt,129,30
8989320,Manhattan,Harlem,Entire home/apt,175,3
8989430,Manhattan,Chelsea,Entire home/apt,136,30
8990063,Manhattan,Upper West Side,Entire home/apt,190,1
8990116,Brooklyn,Williamsburg,Entire home/apt,150,2
8990988,Brooklyn,Bushwick,Entire home/apt,75,3
8992423,Manhattan,Theater District,Entire home/apt,590,1
8992666,Manhattan,Harlem,Entire home/apt,169,5
8992714,Brooklyn,Bedford-Stuyvesant,Private room,51,1
8992894,Manhattan,Harlem,Entire home/apt,899,6
8993461,Manhattan,East Village,Private room,90,7
8993857,Brooklyn,East Flatbush,Shared room,25,30
8993871,Queens,Elmhurst,Private room,65,1
8993887,Brooklyn,Bedford-Stuyvesant,Private room,42,1
8994025,Brooklyn,Bedford-Stuyvesant,Private room,40,5
8994058,Brooklyn,East Flatbush,Private room,60,2
8994197,Manhattan,Greenwich Village,Entire home/apt,157,3
8994423,Manhattan,Lower East Side,Entire home/apt,170,1
8995042,Brooklyn,Bedford-Stuyvesant,Private room,50,3
8995426,Queens,Long Island City,Private room,55,1
9002096,Brooklyn,Crown Heights,Private room,45,3
9003691,Manhattan,Chelsea,Entire home/apt,109,30
9004946,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,4
9004969,Manhattan,East Harlem,Entire home/apt,150,1
9005771,Manhattan,Harlem,Private room,45,14
9006920,Brooklyn,East Flatbush,Shared room,40,30
9007591,Brooklyn,Park Slope,Private room,105,5
9007767,Manhattan,Midtown,Entire home/apt,135,30
9010782,Manhattan,Lower East Side,Private room,180,1
9011614,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1
9013280,Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,2
9013350,Brooklyn,Clinton Hill,Entire home/apt,120,2
9014126,Manhattan,East Village,Private room,89,1
9014320,Manhattan,East Village,Private room,100,1
9015649,Manhattan,Morningside Heights,Private room,125,1
9016650,Manhattan,Upper East Side,Entire home/apt,170,1
9022118,Manhattan,Upper West Side,Private room,80,1
9022913,Brooklyn,Bedford-Stuyvesant,Private room,249,3
9023240,Brooklyn,Williamsburg,Entire home/apt,350,3
9024193,Manhattan,Midtown,Entire home/apt,175,30
9024549,Brooklyn,Park Slope,Private room,120,20
9024661,Manhattan,Midtown,Entire home/apt,230,30
9024747,Brooklyn,Bushwick,Private room,100,1
9024874,Manhattan,East Village,Entire home/apt,139,3
9025421,Brooklyn,Bushwick,Entire home/apt,89,4
9025565,Brooklyn,Greenpoint,Entire home/apt,159,30
9025602,Manhattan,Financial District,Entire home/apt,229,30
9026203,Brooklyn,Gravesend,Private room,70,3
9026474,Manhattan,Upper West Side,Entire home/apt,125,1
9026479,Manhattan,East Village,Entire home/apt,200,5
9026485,Manhattan,Financial District,Entire home/apt,169,30
9027607,Manhattan,West Village,Entire home/apt,175,1
9028399,Manhattan,Lower East Side,Entire home/apt,150,1
9028493,Brooklyn,Greenpoint,Private room,90,1
9028527,Manhattan,Harlem,Entire home/apt,165,1
9028589,Manhattan,Gramercy,Entire home/apt,305,3
9028839,Brooklyn,Williamsburg,Entire home/apt,200,3
9029289,Manhattan,Upper West Side,Entire home/apt,88,29
9030997,Manhattan,Upper East Side,Entire home/apt,110,3
9031216,Queens,Bellerose,Entire home/apt,42,3
9033081,Brooklyn,Crown Heights,Entire home/apt,150,2
9033218,Brooklyn,Flatbush,Private room,50,27
9035181,Brooklyn,Clinton Hill,Entire home/apt,125,3
9036422,Manhattan,Upper West Side,Entire home/apt,125,7
9037702,Manhattan,Chinatown,Private room,80,4
9039236,Manhattan,Washington Heights,Private room,75,1
9040796,Manhattan,Kips Bay,Entire home/apt,120,1
9040931,Brooklyn,Fort Greene,Private room,79,7
9042254,Manhattan,East Village,Private room,90,7
9043652,Manhattan,SoHo,Entire home/apt,190,2
9043722,Manhattan,Financial District,Entire home/apt,239,30
9043905,Manhattan,Greenwich Village,Entire home/apt,200,2
9045427,Staten Island,Grymes Hill,Entire home/apt,200,1
9045876,Manhattan,Harlem,Entire home/apt,175,7
9046095,Manhattan,West Village,Entire home/apt,200,4
9046203,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3
9046808,Manhattan,East Harlem,Entire home/apt,95,1
9047417,Manhattan,Lower East Side,Entire home/apt,140,7
9047816,Queens,Long Island City,Private room,100,4
9048630,Manhattan,Inwood,Private room,75,3
9049505,Manhattan,Harlem,Private room,74,1
9049582,Manhattan,Upper East Side,Shared room,80,1
9049607,Brooklyn,Williamsburg,Private room,60,2
9050105,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,2
9050144,Brooklyn,Bedford-Stuyvesant,Private room,80,1
9050373,Brooklyn,Flatbush,Entire home/apt,97,2
9050597,Manhattan,Harlem,Private room,79,1
9051314,Manhattan,East Village,Private room,110,3
9051437,Brooklyn,Crown Heights,Entire home/apt,140,3
9051763,Brooklyn,Bedford-Stuyvesant,Private room,57,5
9052018,Manhattan,East Harlem,Private room,195,1
9057283,Manhattan,Theater District,Entire home/apt,175,30
9058854,Brooklyn,Crown Heights,Private room,50,3
9059397,Manhattan,Upper East Side,Entire home/apt,180,1
9061117,Queens,Sunnyside,Entire home/apt,180,3
9061331,Manhattan,Harlem,Entire home/apt,180,2
9062257,Brooklyn,Crown Heights,Entire home/apt,100,2
9062515,Brooklyn,Greenpoint,Entire home/apt,175,2
9063028,Manhattan,Theater District,Private room,210,3
9063139,Manhattan,East Village,Private room,100,3
9063266,Brooklyn,Williamsburg,Entire home/apt,250,2
9063376,Brooklyn,South Slope,Entire home/apt,55,3
9063972,Brooklyn,Bushwick,Private room,80,3
